id,category,harga,jumlah_kamar,jumlah_kamar_mandi,luas_garasi,luas_bangunan,luas_lahan,name,link,daerah,lon,lat
CO6279197281602ID,commercial-1,1300000000,,,,150,184,"Ruko Cocok Untuk Buka Usaha,di jln Jendral Sudirman Ciamis",https://www.lamudi.co.id/ruko-cocok-untuk-buka-usaha-di-jln-jendral-sudirman-ciamis.html,Banjar,108.5161,-7.2461
LA61870431D8370ID,land,1652800000,,,,,2066,BU DI JUAL CEPAT TANAH MURAH! ,https://www.lamudi.co.id/bu-di-jual-cepat-tanah-murah.html,Banjar,108.41867,-7.34368
HO632BE1A82F14CID,house,104400000,2,1,1,36,100,Rumah Kayu Meranti Knockdown Dengan Berbagai Jenis Dan Desain Modern,https://www.lamudi.co.id/rumah-kayu-meranti-knockdown-dengan-berbagai-jenis-166382020087.html,Banjar,108.456,-7.2796
HO632C05D32FDDCID,house,139200000,2,1,1,48,100,Rumah Kayu Meranti Knockdown Dengan Berbagai Jenis Dan Desain Klasik,https://www.lamudi.co.id/rumah-kayu-meranti-knockdown-dengan-berbagai-jenis-166382945914.html,Banjar,108.4145,-7.3323
LA60117446BB7B7ID,land,1000000000,,,,,35600,Tanah luas di Pamarican Ciamis,https://www.lamudi.co.id/tanah-luas-di-pamarican-ciamis.html,Banjar,108.4076,-7.3011
LA627BBC8E6E011ID,land,525000000,,,,,910,Jual Cepat Tanah Pangandaran Dekat Pantai dan Kampung Turis,https://www.lamudi.co.id/jual-cepat-tanah-pangandaran-dekat-pantai-dan-kampung-turis.html,Banjar,108.5041882,-7.6112048
HO632D1A27C1609ID,house,208800000,2,1,1,72,100,Rumah Kayu Bongkar Pasang Dengan Berbagai Jenis Dan Desain Free Ongkir,https://www.lamudi.co.id/rumah-kayu-bongkar-pasang-dengan-berbagai-jenis-da-166390019946.html,Banjar,108.58333,-7.63333
CO62423C4C9CEF8ID,commercial-1,320000000,,,,48,48,MENTAWAN TOWN SQUARE PELUANG USAHA DI PANTAI PANGANDARAN,https://www.lamudi.co.id/mentawan-town-square-peluang-usaha-di-pantai-pangandaran.html,Banjar,108.49883,-7.61506
HO6249CFECB5C7BID,house,1500000000,3,1,,0,280,Jual Rumah strategis,https://www.lamudi.co.id/jual-rumah-strategis-6.html,Banjar,108.5189,-7.6246
HO632D1B1E635F3ID,house,162400000,2,1,1,56,100,Dijual Rumah Kayu Meranti Knockdown Dengan Desain Klasik Dan Modern ,https://www.lamudi.co.id/dijual-rumah-kayu-meranti-knockdown-dengan-desain-166390044628.html,Banjar,108.5041,-7.1969
HO632D12521BBB8ID,house,139200000,2,1,1,48,100,Rumah Kayu Bongkar Pasang Dengan Berbagai Jenis Dan Desain Free Ongkir,https://www.lamudi.co.id/rumah-kayu-bongkar-pasang-dengan-berbagai-jenis-da-166389819492.html,Banjar,108.3816,-7.5505
HO61F0A4BD6E9C4ID,house,3500000000,6,5,,440,810,"DIJUAL VILLA DENGAN 6 KAMAR TIDUR LOKASI DI BATU KARAS,JAWA BARAT (FHV242)",https://www.lamudi.co.id/dijual-villa-dengan-6-kamar-tidur-lokasi-di-batu-karas-jawa-barat-fhv242.html,Banjar,108.3534,-7.3257
HO632D273AB3A54ID,house,104400000,2,1,1,36,100,Rumah Kayu Meranti Bongkar Pasang Dengan Berbagai Jenis Dan Desain,https://www.lamudi.co.id/rumah-kayu-meranti-bongkar-pasang-dengan-berbagai-166390354649.html,Banjar,108.3453,-7.3421
LA62568E83ABA99ID,land,117500000000,,,,,41000,"JUAL JATUH CEPAT !! LOKASI STRATEGIS LAGI BU, BUTUH YG SERIUS",https://www.lamudi.co.id/jual-jatuh-cepat-lokasi-strategis-lagi-bu-butuh-yg-serius.html,Banjar,108.58270096953,-7.148911711165
HO634C923F1E0ADID,house,1080000000,1,1,,72,66,RUMAH VILLA FULL FURNISHED DEKAT PANTAI DI PANGANDARAN JAWA BARAT,https://www.lamudi.co.id/rumah-villa-full-furnished-dekat-pantai-di-pangand-166596255995.html,Banjar,108.62455,-7.67464
HO630C74AFA8AA8ID,house,235000000,2,2,,111,111,RUMAH ASETKU – CIAMIS (Rumah Tinggal) KABUPATEN CIAMIS,https://www.lamudi.co.id/rumah-asetku-ciamis-rumah-tinggal-kabupaten-ciamis-166176068793.html,Banjar,108.3373922,-7.3247058
LA60A1145DB5698ID,land,915000000,,,,,2558,Tanah Luas sdh AJB Samping Perumahan di Cibenda,https://www.lamudi.co.id/tanah-luas-sdh-ajb-samping-perumahan-di-cibenda.html,Banjar,108.55883,-7.679611
HO628368C53B351ID,house,585000000,2,1,,55,1,Rumah Mezzanine Cilebut,https://www.lamudi.co.id/rumah-mezzanine-cilebut.html,Banjar,108.5835,-7.1364
HO632D1428795C3ID,house,104400000,2,1,1,36,100,Rumah Kayu Bongkar Pasang Dengan Berbagai Desain Klasik Dan Modern,https://www.lamudi.co.id/rumah-kayu-bongkar-pasang-dengan-berbagai-desain-k-166389866462.html,Banjar,108.4341,-7.1836
HO632C09844423CID,house,104400000,2,1,1,36,100,Rumah Kayu Bongkar Pasang Dengan Berbagai Jenis Dan Desain Free Ongkir,https://www.lamudi.co.id/rumah-kayu-bongkar-pasang-dengan-berbagai-jenis-da-166383040479.html,Banjar,108.7526,-7.6433
CO6305EC5F86CD7ID,commercial-1,325000000,,,,101,799,RUMAH ASETKU – MANONJAYA (Gudang) Kab. Tasikmalaya,https://www.lamudi.co.id/rumah-asetku-manonjaya-gudang-kab-tasikmalaya-166133257510.html,Banjar,108.3155345,-7.3487165
HO614F1CD4A85B7ID,house,240000000,2,1,,84,90,JUAL CEPAT Rumah Taman Jati Indah Ciamis,https://www.lamudi.co.id/jual-cepat-rumah-taman-jati-indah-ciamis-1.html,Banjar,108.317397279,-7.3309986367713
CO62DE63E40F522ID,commercial-1,5002400000,,,,458,1027,RUMAH ASETKU – PANANJUNG (Penginapan/Hotel) Pangandaran,https://www.lamudi.co.id/rumah-asetku-pananjung-penginapan-hotel-pangandara-165874173211.html,Banjar,108.6513958,-7.6918453
LA618FAFF11CF86ID,land,48000000,,,,,100,DIJUAL TANAH BONUS JATI,https://www.lamudi.co.id/dijual-tanah-bonus-jati.html,Banjar,108.5283,-7.1277
HO5EEA4D215952FID,house,600000000,3,1,1,96,98,Jual rumah di lokasi wisata Pantai timur Pangandaran,https://www.lamudi.co.id/jual-rumah-di-lokasi-wisata-pantai-timur-pangandaran.html,Banjar,108.65998212765,-7.6963267824908
HO62425C90B268DID,house,972000000,2,1,,72,0,VILLATEL THE ALLURE PANGANDARAN,https://www.lamudi.co.id/villatel-the-allure-pangandaran.html,Banjar,108.657,-7.6971
HO629DDD37E0710ID,house,853000000,3,2,1,70,60,Cluster Exclusive dekat Tol Baros di Leuwi Gajah Cimahi Selatan,https://www.lamudi.co.id/cluster-exclusive-dekat-tol-baros-di-leuwi-gajah-cimahi-selatan.html,Cimahi,107.53169690515,-6.9040100533455
HO62F518003ACA2ID,house,475000000,2,2,2,45,82,Bonus fullnished rumah cimahi utara 400 jtan,https://www.lamudi.co.id/bonus-fullnished-rumah-cimahi-utara-400-jtan-166022963236.html,Cimahi,107.5425,-6.87222
HO6299FB866EDCFID,house,2000000000,3,2,3,100,210,Rumah Strategis Cimahi di Jalan Utama Kompleks Pondok Mas,https://www.lamudi.co.id/rumah-strategis-cimahi-di-jalan-utama-kompleks-pondok-mas.html,Cimahi,107.53371,-6.89706
HO61DE47BC54DDEID,house,700000000,3,2,1,75,84,Promo Rumah The Emeralda bagi Cash Keras ,https://www.lamudi.co.id/promo-rumah-the-emeralda-bagi-cash-keras.html,Cimahi,107.46146774679,-6.8549361864806
HO62DE7263715A7ID,house,850000000,3,2,,75,84,hunian dengan smarthome pertama di cimahi,https://www.lamudi.co.id/hunian-dengan-smarthome-pertama-di-cimahi-165874544361.html,Cimahi,107.4931185,-6.9222119
HO5F105DF4D5557ID,house,1200000000,3,2,1,83,120,jual rumah mewah cipageran cimahi utara,https://www.lamudi.co.id/jual-rumah-mewah-cipageran-cimahi-utara.html,Cimahi,107.53909,-6.85299
HO62A42E86DB2F6ID,house,1800000000,4,3,1,120,100,Hunian Asri Rumah Baru Idaman Lokasi Strategis Kota Cimahi - Bandung,https://www.lamudi.co.id/rumah-berlokasi-strategis-di-komplek-mahkota-singosari-residence.html,Cimahi,107.56227586428,-6.9186921022642
HO610626111CFCDID,house,275000000,2,1,2,40,60,DIJUAL RUMAH BARU MURAH DAERAH CIMAHI UTARA HANYA 200 JUTAAN,https://www.lamudi.co.id/dijual-rumah-baru-murah-daerah-cimahi-utara-hanya-165908516525.html,Cimahi,107.54652446225,-6.8370624886925
HO61286845A1D35ID,house,13000000000,10,4,4,400,1500,Rumah Berkusen Jati Berada Di Jalan Raya Jati Serut Cibabat Cimahi,https://www.lamudi.co.id/rumah-berkusen-jati-berada-di-jalan-raya-jati-serut-cibabat-cimahi-1.html,Cimahi,107.55583,-6.88028
HO61C6D5D78A59DID,house,1352050000,3,2,1,65,120,Rumah Pribadi 3 Lantai Rooftop Rasa Resort di Cimahi,https://www.lamudi.co.id/rumah-pribadi-3-lantai-rooftop-rasa-resort-di-cimahi.html,Cimahi,107.55147131231,-6.8414107986811
HO62C44FCE37B75ID,house,410000000,2,1,,30,72,rumah inden siap bangub bisa kpr,https://www.lamudi.co.id/rumah-inden-siap-bangub-bisa-kpr.html,Cimahi,107.55344,-6.845416
HO62B45327CB111ID,house,295000000,2,1,,30,60,Dijual Rumah Minimalis Cibeber Cimahi Selatan Belakang Unjani,https://www.lamudi.co.id/dijual-rumah-minimalis-cibeber-cimahi-selatan-belakang-unjani.html,Cimahi,107.134715,-6.944264
HO63735E6D58E5AID,house,450000000,3,1,1,70,76,Jual Rumah Cipageran Cimahi Bandung,https://www.lamudi.co.id/jual-rumah-cipageran-cimahi-bandung-166850519737.html,Cimahi,107.52674,-6.86527
HO63782A543A8CBID,house,700000000,3,2,1,100,91,"Rumah Murah SHM Siap Huni Hadap Barat Di Pharmindo, Cimahi Selatan",https://www.lamudi.co.id/rumah-murah-shm-siap-huni-hadap-barat-di-pharmindo-166881954068.html,Cimahi,107.55483,-6.91947
HO63817E22901CAID,house,650000000,4,2,1,140,84,"Dijual Cepat Rumah Pinggir Jalan cocok u/ usaha Di Cihanjuang, Cimahi",https://www.lamudi.co.id/dijual-cepat-rumah-pinggir-jalan-cocok-u-usaha-di-166943081865.html,Cimahi,107.54975,-6.87752
HO633E57F438256ID,house,495000000,2,2,,45,75,Dijual Rumah 400 Jutaan Cihanjuang Bandung Barat,https://www.lamudi.co.id/dijual-rumah-400-jutaan-cihanjuang-bandung-barat-166503013255.html,Cimahi,106.891256,-6.472821
HO63817F757AF1BID,house,1300000000,2,3,1,100,137,"Rumah Cantik , Elegan, Sejuk, Dalam Komplek Siap Huni Cimahi",https://www.lamudi.co.id/rumah-cantik-elegan-sejuk-dalam-komplek-siap-huni-166943115757.html,Cimahi,107.55175,-6.87447
HO633E588F8CDC3ID,house,495000000,2,2,,45,75,Dijual Rumah Humanis Cihanjuang Bandung Barat 400 Jutaan,https://www.lamudi.co.id/dijual-rumah-humanis-cihanjuang-bandung-barat-400-166503028772.html,Cimahi,107.56694,-6.91028
HO61FA0A780FA09ID,house,535000000,2,1,,40,90,Rumah murah di Kota Cimahi - Bukit Cibogo Living,https://www.lamudi.co.id/rumah-murah-di-kota-cimahi-bukit-cibogo-living.html,Cimahi,107.585812,-6.905893
HO63578A1849ABDID,house,1250000000,4,3,2,120,120,"Rumah di cimahi tengah kota, ada ruang usaha",https://www.lamudi.co.id/rumah-di-cimahi-tengah-kota-ada-ruang-usaha-166668136848.html,Cimahi,107.55556,-6.89583
HO62C79D280C3EDID,house,950000000,2,2,2,60,137,Balcony Kagayaki Kolmas,https://www.lamudi.co.id/balcony-kagayaki-kolmas.html,Cimahi,107.546195,-6.84402
HO6203539514BAFID,house,595000000,2,2,2,55,61,Rumah Dijual di Cihanjuang Bandung Barat Desain Bali 500 jutaan,https://www.lamudi.co.id/rumah-dijual-di-cihanjuang-bandung-barat-desain-bali-500-jutaan.html,Cimahi,107.5779667,-6.8302035
HO61BC0EE1ABD46ID,house,579000000,2,2,1,55,61,Rumah 2 Lantai Cimahi Konsep Desain Bali di Cihanjuang,https://www.lamudi.co.id/rumah-2-lantai-cimahi-konsep-desain-bali-di-cihanjuang.html,Cimahi,107.56485454816,-6.8615625594254
HO618D05DD7228EID,house,595000000,2,2,1,56,57,"RUMAH MURAH 2 LANTAI DI CIMAHI, HANYA 20 JT DEKAT PEMKOT CIMAHI",https://www.lamudi.co.id/rumah-murah-2-lantai-di-cimahi-hanya-20-jt-dekat-pemkot-cimahi.html,Cimahi,107.54614780426,-6.8677888494994
HO6370B6804C0B0ID,house,2500000000,5,2,,400,250,Rumah 2 lantai lokasi strategis di kota Cimahi,https://www.lamudi.co.id/rumah-2-lantai-lokasi-strategis-di-kota-cimahi-166833113665.html,Cimahi,107.55505,-6.86557
HO635721A6AA048ID,house,575000000,3,1,1,48,90,paling laris rumah 3 kamar tidur ,https://www.lamudi.co.id/paling-laris-rumah-3-kamar-tidur-166665463066.html,Cimahi,107.52481,-6.85555
HO61B7D482479F6ID,house,950000000,2,1,1,60,120,Rumah Cozy pinggir Jalan Raya Cimahi - Lembang Kota Cimahi,https://www.lamudi.co.id/rumah-cozy-pinggir-jalan-raya-cimahi-lembang-kota-cimahi.html,Cimahi,107.55335416931,-6.840984600227
HO61FB9B5EC9254ID,house,2000000000,5,4,2,300,189,Rumah Asri Bagus Desain Arsitek Siap Huni Sayap Jalan Sudirman Cimahi,https://www.lamudi.co.id/rumah-asri-bagus-desain-arsitek-siap-huni-sayap-jalan-sudirman-cimahi.html,Cimahi,107.546767,-6.880403
HO635B6F8DB49C6ID,house,1500000000,4,3,2,200,179,Rumah Mewah Murah di Cimahi Utara,https://www.lamudi.co.id/rumah-mewah-murah-di-cimahi-utara-166693671723.html,Cimahi,107.55114,-6.86246
HO63839249B4936ID,house,2300000000,4,2,23,260,178,RUMAH CANTIK ASRI SIAP HUNI,https://www.lamudi.co.id/rumah-cantik-asri-siap-huni-166956704947.html,Cimahi,107.54941,-6.8655
HO63835F773C335ID,house,550000000,2,2,1,96,66,Rumah Murah Cantik Asri,https://www.lamudi.co.id/rumah-murah-cantik-asri-166955403974.html,Cimahi,107.54111,-6.85998
HO6383646586C2BID,house,1500000000,5,4,1,175,72,Dijual Rumah Cantik Terawat,https://www.lamudi.co.id/dijual-rumah-cantik-terawat-16695553011.html,Cimahi,107.52636,-6.85863
HO6339815145CBBID,house,1400000000,4,4,1,120,123,Komplek Taman Bumi Prima,https://www.lamudi.co.id/komplek-taman-bumi-prima-166471304129.html,Cimahi,107.53861,-6.90694
HO6343DE59239BDID,house,500000000,2,1,1,56,50,Turun Harga Rumah Baru Dekat Alun Alun Di  Padasuka Cimahi ,https://www.lamudi.co.id/turun-harga-rumah-baru-padasuka-dekat-alun-alun-ci-16653922179.html,Cimahi,107.53214,-6.86889
HO6348D68D1336DID,house,1700000000,3,1,1,130,147,Rumah Lokasi Dekat Stasiun KAI 2 Lantai Hadap Barat Komp. Cimindi ,https://www.lamudi.co.id/rumah-lokasi-dekat-stasiun-kai-2-lantai-hadap-bara-166571790157.html,Cimahi,107.56279,-6.88238
HO63575279AB3A8ID,house,450000000,2,1,1,54,60,Rumah Baru Hadap Utara Siap Huni Di Komp. Lembah Menteng Cipageran,https://www.lamudi.co.id/rumah-baru-hadap-utara-siap-huni-di-komp-lembah-me-166666712935.html,Cimahi,107.54296,-6.85184
HO6378276C81461ID,house,750000000,3,1,2,64,69,"Rumah 2 Lantai Siap Huni Dengan Lingkungan Asri Di Cigugur, Cibabat",https://www.lamudi.co.id/rumah-2-lantai-siap-huni-dengan-lingkungan-asri-di-166881879623.html,Cimahi,107.54551,-6.88793
HO63870F7048A0EID,house,1200000000,2,1,1,45,121,Rumah Minimalis Baru di Cimahi Strategis,https://www.lamudi.co.id/rumah-minimalis-baru-di-cimahi-strategis-166979569698.html,Cimahi,107.54427,-6.86585
HO63773732B67E3ID,house,425000000,2,1,1,60,60,RUMAH MURAH JUAL CEPAT BU,https://www.lamudi.co.id/dijual-rumah-murah-166875729878.html,Cimahi,107.53386,-6.85629
HO6348DB95F0F82ID,house,2500000000,5,3,2,250,282,Rumah Lokasi Strategis Taman Luas Komp. PPTM Cibabat Pusat Kota Cimahi,https://www.lamudi.co.id/rumah-lokasi-strategis-taman-luas-komp-pptm-cibaba-166571918966.html,Cimahi,107.5365,-6.9136
HO6359F874B3A79ID,house,750000000,2,1,1,42,74,Rumah Town House di Sangkuriang Cimahi Lokasi Strategis,https://www.lamudi.co.id/rumah-town-house-di-sangkuriang-cimahi-lokasi-stra-166684069277.html,Cimahi,107.53963,-6.86426
HO6359F367EA15AID,house,850000000,2,1,1,41,85,Rumah Hadap Barat Pinggir Jalan Di Cibeber Cimahi Siap Huni,https://www.lamudi.co.id/rumah-hadap-barat-pinggir-jalan-di-cibeber-cimahi-166683939980.html,Cimahi,107.51566,-6.90106
HO635F3A0B4C9FFID,house,980000000,3,2,2,210,215,Rumah Murah Dengan Bangunan Luas Di Kandaatmaja Dekat Kolmas,https://www.lamudi.co.id/rumah-murah-dengan-bangunan-luas-di-kandaatmaja-de-166718516350.html,Cimahi,107.54624,-6.86201
HO63493886E2B98ID,house,1350000000,4,3,1,131,84,Rumah Di Gunung Batu Pasteur Mainroad Strategis,https://www.lamudi.co.id/rumah-di-gunung-batu-pasteur-mainroad-strategis-166574298237.html,Cimahi,107.56891,-6.88796
HO63637119D28F9ID,house,2200000000,4,4,2,160,160,Jual Rumah Cimahi Utara Bandung,https://www.lamudi.co.id/jual-rumah-cimahi-utara-bandung-166746140188.html,Cimahi,107.55246,-6.86197
HO6356B4FDB3EB3ID,house,1050000000,2,3,1,246,82,Rumah Murah Mewah Baru di Cimahi Cipageran,https://www.lamudi.co.id/rumah-murah-mewah-baru-di-cimahi-cipageran-166662681317.html,Cimahi,107.53547,-6.86078
HO635FEDBAC7E20ID,house,1749000000,6,3,2,160,223,Rumah Mewah Murah tipe Villa di Cipageran Cimahi,https://www.lamudi.co.id/rumah-lux-tipe-villa-di-cipageran-cimahi-166723116217.html,Cimahi,107.53505,-6.86157
HO633E5D1580B04ID,house,790000000,2,2,,90,60,Rumah murah di gunung batu bandung ,https://www.lamudi.co.id/rumah-murah-di-gunung-batu-bandung-166503144522.html,Cimahi,107.57006,-6.88451
HO6344DF50693FCID,house,750000000,3,1,1,64,69,Rumah Murah Lokasi Strategis Hadap Barat Di Cibabat Pusat Kota Cimahi ,https://www.lamudi.co.id/rumah-lokasi-strategis-hadap-barat-di-cibabat-pusa-166545800010.html,Cimahi,107.55295,-6.88915
HO63450B7CCEB4FID,house,2800000000,5,4,1,300,400,Turun Harga Rumah Komp. Fadjar Dekat Pemkot Cimahi Lokasi Halaman Luas,https://www.lamudi.co.id/turun-harga-rumah-komp-fadjar-dekat-pemkot-cimahi-16654693085.html,Cimahi,107.55742,-6.87483
HO6345142643CACID,house,550000000,2,1,1,58,128,Turun Harga  Rumah Puri Cipageran Indah Lingkungan Aman dan Nyaman,https://www.lamudi.co.id/turun-harga-rumah-puri-cipageran-indah-lingkungan-166547152696.html,Cimahi,107.53173,-6.86338
HO635610AFD2720ID,house,630000000,2,2,1,45,87,"RUMAH KOMP CIMAHI CITY VIEW,One Gate Sistem,VIEW KOTA BANDUNG DP 50 JT",https://www.lamudi.co.id/rumah-komp-cimahi-city-view-one-gate-system-view-k-166658475171.html,Cimahi,107.55848,-6.84738
HO6378288E3E627ID,house,1100000000,3,2,2,150,307,Rumah Hadap Timur Dengan Lahan Luas Di Sangkuriang KBB,https://www.lamudi.co.id/rumah-hadap-timur-dengan-lahan-luas-di-sangkuriang-166881908666.html,Cimahi,107.53393,-6.86732
HO636021400F596ID,house,1200000000,3,2,1,166,100,Rumah Murah di Cimahi Melong,https://www.lamudi.co.id/rumah-murah-di-cimahi-melong-16672443523.html,Cimahi,107.55993,-6.92349
HO6381A4DA161E4ID,house,950000000,2,2,2,100,114,"Rumah Mewah Dengan 2 Lantai Siap Huni Di Cisangkan, Cimahi",https://www.lamudi.co.id/rumah-mewah-dengan-2-lantai-siap-huni-di-cisangkan-166944073092.html,Cimahi,107.53236,-6.87373
HO63475F6070262ID,house,910000000,3,2,1,72,103,"SURAT SUDAH SPLIT, PERUMAHAN DI CIMAHI BANDUNG CANTIK 2 LANTAI",https://www.lamudi.co.id/surat-sudah-split-perumahan-di-cimahi-bandung-cant-166562185673.html,Cimahi,107.54775,-6.87363
HO634516AF81C76ID,house,3200000000,4,4,1,450,300,Rumah dengan Mainroad Cocok untuk usaha Jl Budi Dekat Tol Pasteur ,https://www.lamudi.co.id/rumah-dengan-mainroad-cocok-untuk-usaha-jl-budi-de-166547217522.html,Cimahi,107.56631,-6.88248
HO6350EC71A8503ID,house,1800000000,6,4,1,150,144,Dijual Rumah Dengan Taman + Garasi Di Komp. Suaka Indah Leuwigajah,https://www.lamudi.co.id/dijual-rumah-dengan-taman-garasi-di-komp-suaka-ind-166624779325.html,Cimahi,107.5247,-6.90497
HO6343CD54E3B12ID,house,850000000,3,1,1,80,116,Dijual Rumah Posisi Hook Siap Huni Bumi Citeureup Permai Cimahi  ,https://www.lamudi.co.id/dijual-rumah-posisi-hook-siap-huni-bumi-citeureup-16653878603.html,Cimahi,107.55682,-6.86376
HO6343DFD281621ID,house,1300000000,4,2,1,200,120,Rumah Cantik Dengan View Kota Di Bukit Permana Cimahi Siap Huni,https://www.lamudi.co.id/dijual-rumah-cantik-bukit-permana-dekat-smkn-3-cim-166539259479.html,Cimahi,107.5545,-6.85728
HO6343E6F11E6FAID,house,1150000000,4,2,1,150,84,Dijual Rumah Taman Mutiara di Pusat Kota Cimahi Tanah Kotak Sudah SHM,https://www.lamudi.co.id/dijual-rumah-taman-mutiara-di-pusat-kota-cimahi-ta-166539441734.html,Cimahi,107.54371,-6.88113
HO6343BF66E630CID,house,3500000000,4,3,1,96,144,Dijual Rumah Setra Duta Lokasi Strategis Bebas Banjir+Furniture,https://www.lamudi.co.id/dijual-rumah-setra-duta-lokasi-strategis-bebas-ban-166538429415.html,Cimahi,107.5668,-6.87931
HO6343E37DCDEE7ID,house,1500000000,5,3,1,150,206,"Rumah Mewah Dekat BPJS Cimahi Di Sangkuriang, Nego",https://www.lamudi.co.id/dijual-rumah-mewah-sangkuriang-dekat-bpjs-cimahi-166539353327.html,Cimahi,107.53555,-6.86568
HO6343E5CA91EDAID,house,825000000,4,1,1,120,60,Dijual Rumah Pojok Dekat Alun Alun Cimahi Mainroad Cocok Untuk Usaha,https://www.lamudi.co.id/dijual-rumah-pojok-dekat-alun-alun-cimahi-mainroad-166539412223.html,Cimahi,107.53316,-6.87978
HO6349097B764F8ID,house,1200000000,3,2,1,160,80,Rumah Dekat BTC Fashion Mall Lokasi Strategis Di Gunung Batu ,https://www.lamudi.co.id/rumah-dekat-btc-fashion-mall-lokasi-strategis-di-g-166573093951.html,Cimahi,107.57193,-6.8883
HO6343C9F8765C0ID,house,850000000,3,2,1,100,140,"Rumah dengan Lingkungan Asri, Pusat Kota di Citeureup Cimahi ",https://www.lamudi.co.id/rumah-dengan-lingkungan-asri-pusat-kota-di-citeure-166538700012.html,Cimahi,107.55736,-6.85996
HO63450CA42BC55ID,house,2200000000,7,4,1,335,189,Rumah Komp. Taman Bumi Prima Pusat Kota Cimahi Security 24 Jam,https://www.lamudi.co.id/rumah-komp-taman-bumi-prima-pusat-kota-cimahi-secu-16654696048.html,Cimahi,107.56106,-6.87582
HO60D88E4AE2F1DID,house,1100000000,3,2,1,90,116,DIJUAL RUMAH STRATEGIS KAWASAN PASTEUR BANDUNG - TANPA PERANTARA,https://www.lamudi.co.id/dijual-rumah-strategis-kawasan-pasteur-bandung-tanpa-perantara.html,Cimahi,107.56907375972,-6.882732594991
HO62F095E536DD3ID,house,1250000000,3,2,,130,96,RUMAH TINGGAL DI PHARMINDO CIMAHI,https://www.lamudi.co.id/rumah-tinggal-di-pharmindo-cimahi-165993418184.html,Cimahi,107.565022,-6.920449
HO60093E829FD39ID,house,485000000,2,1,1,45,76,Rumah Take Over Sudah Renov Siap Pakai di Cimahi Kota Selangkah Pemkot,https://www.lamudi.co.id/rumah-take-over-sudah-renov-siap-pakai-di-cimahi-k-165908514960.html,Cimahi,107.53959,-6.88421
HO633E514049936ID,house,750000000,4,3,2,45,80, Rumah Kavling Ciawitali Baru Cimahi,https://www.lamudi.co.id/rumah-kavling-ciawitali-baru-cimahi-166502841680.html,Cimahi,107.552738,-6.867529
HO629B26BABA329ID,house,885000000,3,2,,100,120,"Di jual cepat, rumah tinggal komplek Leuwigajah permai",https://www.lamudi.co.id/di-jual-cepat-rumah-tinggal-komplek-leuwigajah-permai-1.html,Cimahi,107.52395210486,-6.8993614418607
HO61925A2AE2E79ID,house,1300000000,2,2,4,90,98,Rumah elegan dengan harga murah,https://www.lamudi.co.id/rumah-elegan-dengan-harga-murah.html,Cimahi,107.56852034782,-6.8624455959471
HO62A04D208B7A2ID,house,600000000,2,2,,45,85,Rumah minimalis Cimahi city view keamanan 24 jam lingkungan sejuk,https://www.lamudi.co.id/rumah-murah-minimalis-cimahi-city-view-keamanan-24-jam-one-gate-system.html,Cimahi,107.55857,-6.843649
HO61A4AC6C1DD66ID,house,10000000000,24,24,14,377,700,Rumah Tinggal Dan Tempat Kost Furnished Mainroad Sayap Sriwijaya Cimahi,https://www.lamudi.co.id/rumah-tinggal-dan-tempat-kost-furnished-mainroad-sayap-sriwijaya-cimahi.html,Cimahi,108.14781,-7.628842
HO60EFFFFE5B6DCID,house,450000000,4,4,10,210,140,Rumah untuk Konveksi atau Kontrakan,https://www.lamudi.co.id/rumah-untuk-konveksi-atau-kontrakan.html,Cimahi,107.55954831333,-6.8779046273549
HO61A72AD6BE84FID,house,1500000000,3,3,2,110,89,Rumah murah ,https://www.lamudi.co.id/rumah-murah-334.html,Cimahi,107.56567690612,-6.8528380166335
HO634D04283667EID,house,1000000000,4,2,1,100,115,Komplek Nusa Hijau Cimahi dekat dengan Pusat Kota,https://www.lamudi.co.id/komplek-nusa-hijau-cimahi-dekat-dengan-pusat-kota-166599172052.html,Cimahi,107.54811,-6.87098
HO633A9089E1D6AID,house,650000000,4,2,1,140,84,Rumah di Cihanjuang Pusat Kota Cimahi,https://www.lamudi.co.id/rumah-di-cihanjuang-pusat-kota-cimahi-166478247325.html,Cimahi,107.5587041746,-6.8694169717983
HO633BD5B9A0B69ID,house,850000000,4,2,3,100,139,Rumah Komplek Permana dekat dengan Pemkot Cimahi,https://www.lamudi.co.id/rumah-komplek-permana-dekat-dengan-pemkot-cimahi-166486572155.html,Cimahi,107.55266649746,-6.861535660138
HO62B1DAECC1121ID,house,4300000000,7,4,9,315,573,2 unit Rumah 7 Kamar Tidur tanah Luas di Mainroad Cihanjuang - Cimahi,https://www.lamudi.co.id/2-unit-rumah-7-kamar-tidur-tanah-luas-di-mainroad-cihanjuang-cimahi.html,Cimahi,107.55584886509,-6.8725710901869
HO638467D70370AID,house,650000000,4,2,,140,84,Dijual Rumah Cihanjuang Pinggir Jalan Cocok U/Usaha Siap Huni,https://www.lamudi.co.id/dijual-rumah-cihanjuang-pinggir-jalan-cocok-u-usah-166962171950.html,Cimahi,107.55548363495,-6.8727657242988
HO6199B9C72B9EAID,house,475000000,2,1,1,36,74,Rumah Strategis Cimahi Tanpa Bank Termurah Tanpa Ribet,https://www.lamudi.co.id/dijual-rumah-strategis-tanpa-bank-termurah-di-cimahi.html,Cimahi,107.54837640838,-6.8606574004397
